date,close,high,low,open,volume
2021-12-10,15.75,16.75,14.0,15.25,6309
2021-12-13,15.5,15.75,14.5,15.0,3574
2021-12-14,14.5,15.5,13.75,15.5,4818
2021-12-15,15.0,15.5,13.5,15.0,13413
2021-12-16,15.0,15.5,14.25,15.25,3854
2021-12-17,15.0,15.5,13.0,14.75,3458
2021-12-20,14.75,15.5,14.25,15.5,6165
2021-12-21,14.25,14.75,13.25,14.5,14954
2021-12-22,15.0,15.5,13.75,15.0,9794
2021-12-23,13.25,15.5,13.25,15.5,5433
2021-12-27,13.25,14.5,12.75,13.75,7450
2021-12-28,14.0,14.0,12.5,12.75,6294
2021-12-29,13.75,15.0,13.0,15.0,4548
2021-12-30,13.5,14.0,12.5,13.25,10501
2021-12-31,13.0,15.25,12.0,13.0,9476
2022-01-03,13.75,15.0,10.5,11.25,5809
2022-01-04,13.0,13.75,12.5,13.75,2754
2022-01-05,12.75,14.5,10.75,12.75,10605
2022-01-06,12.75,14.5,11.5,12.25,6324
2022-01-07,13.75,14.25,12.0,12.75,4473
2022-01-10,15.0,15.5,13.25,13.75,7090
2022-01-11,14.0,16.75,13.5,15.0,6412
2022-01-12,14.25,15.0,12.25,15.0,7374
2022-01-13,14.5,15.25,13.0,14.5,6134
2022-01-14,14.5,15.25,13.0,15.0,9938
2022-01-18,14.5,16.25,13.5,14.5,8794
2022-01-19,14.75,16.25,14.25,14.25,2750
2022-01-20,15.0,15.75,13.0,14.25,3114
2022-01-21,13.75,15.5,12.5,13.75,6549
2022-01-24,12.75,13.75,11.25,13.5,6144
2022-01-25,11.75,15.0,10.25,12.75,9278
2022-01-26,11.75,12.75,10.5,12.5,5772
2022-01-27,11.75,12.25,10.75,11.75,5902
2022-01-28,11.75,12.0,11.25,12.0,4442
2022-01-31,12.25,13.25,11.25,11.5,3253
2022-02-01,11.75,13.25,11.5,12.75,6298
2022-02-02,10.25,12.25,10.0,12.0,27152
2022-02-03,9.0,10.25,8.75,10.25,8990
2022-02-04,9.25,10.0,8.75,10.0,6698
2022-02-07,9.0,10.0,9.0,9.25,4326
2022-02-08,8.25,9.75,7.5,9.5,8522
2022-02-09,7.75,8.5,7.5,8.5,11870
2022-02-10,8.0,8.5,7.5,7.5,2906
2022-02-11,8.0,8.5,8.0,8.0,6615
2022-02-14,8.5,8.75,8.0,8.25,5668
2022-02-15,8.25,8.5,8.0,8.0,1321
2022-02-16,10.5,11.0,8.0,8.25,11871
2022-02-17,9.75,12.5,8.75,10.5,5186
2022-02-18,9.5,9.75,8.75,9.75,2441
2022-02-22,9.25,9.75,8.5,9.25,3028
2022-02-23,9.0,9.25,8.5,9.25,1224
2022-02-24,8.75,9.25,8.0,9.25,2320
2022-02-25,9.0,10.0,8.25,8.75,2978
2022-02-28,9.75,10.0,8.25,8.5,2462
2022-03-01,9.75,10.25,9.25,9.25,4798
2022-03-02,9.75,11.0,9.5,9.75,3690
2022-03-03,9.75,10.5,9.5,9.75,2278
2022-03-04,9.5,10.0,8.75,10.0,3502
2022-03-07,9.5,10.0,8.0,9.0,2330
2022-03-08,9.5,10.5,9.0,9.5,4967
2022-03-09,9.75,10.25,9.0,9.75,1733
2022-03-10,9.25,10.0,9.0,9.0,4831
2022-03-11,9.75,10.0,9.0,9.75,4017
2022-03-14,9.5,9.75,8.25,9.5,2720
2022-03-15,9.0,9.75,7.5,7.5,2650
2022-03-16,9.0,10.0,8.25,9.25,2458
2022-03-17,9.25,9.75,9.0,9.0,2499
2022-03-18,9.25,10.5,8.5,9.25,7994
2022-03-21,9.0,10.0,8.0,10.0,5942
2022-03-22,9.5,10.0,8.5,10.0,3885
2022-03-23,9.25,9.75,8.75,9.5,1513
2022-03-24,9.25,9.75,9.0,9.0,3272
2022-03-25,9.75,10.25,9.0,10.0,11961
2022-03-28,9.75,10.25,9.5,9.75,5412
2022-03-29,9.75,10.0,8.75,9.25,5781
2022-03-30,9.25,10.0,9.25,9.25,6892
2022-03-31,9.5,9.75,9.25,9.75,2418
2022-04-01,9.25,9.5,9.0,9.5,2046
2022-04-04,8.5,9.25,8.5,9.0,3247
2022-04-05,9.0,10.25,8.5,10.25,7786
2022-04-06,8.75,9.75,8.75,8.75,14441
2022-04-07,9.25,9.5,7.5,9.5,14140
2022-04-08,8.5,8.75,7.25,8.5,18028
2022-04-11,8.25,8.5,7.75,8.5,3249
2022-04-12,8.25,8.25,7.75,8.25,731
2022-04-13,8.75,8.75,8.25,8.5,5393
2022-04-14,9.0,9.0,8.25,8.75,1238
2022-04-18,8.75,9.0,8.0,9.0,2867
2022-04-19,8.75,9.0,8.25,8.25,1558
2022-04-20,9.0,9.0,8.5,8.5,1699
2022-04-21,8.75,9.0,8.5,8.75,715
2022-04-22,8.5,8.75,8.5,8.75,697
2022-04-25,8.25,9.0,8.25,8.75,2559
2022-04-26,9.0,9.5,8.25,8.25,1560
2022-04-27,9.25,9.25,8.0,9.0,1428
2022-04-28,9.25,9.5,8.5,8.75,1438
2022-04-29,9.5,9.75,8.75,9.5,3288
2022-05-02,10.5,10.5,9.25,9.25,3778
2022-05-03,12.5,13.75,10.25,10.25,10919
2022-05-04,12.75,13.75,10.75,10.75,1419
2022-05-05,13.5,15.0,12.5,13.75,3706
2022-05-06,14.25,14.5,12.5,13.5,7534
2022-05-09,11.75,14.25,10.75,14.25,4270
2022-05-10,11.25,11.75,9.25,11.75,4460
2022-05-11,10.0,12.5,9.5,12.5,4361
2022-05-12,12.5,13.25,9.75,9.75,7620
2022-05-13,10.25,13.75,8.25,13.75,11888
2022-05-16,10.0,10.25,9.25,10.25,1962
2022-05-17,10.5,12.0,10.0,10.0,3355
2022-05-18,10.75,11.25,10.0,10.25,3429
2022-05-19,11.0,11.25,10.0,10.0,2489
2022-05-20,11.25,12.25,10.5,10.5,2847
2022-05-23,10.5,11.25,9.5,11.25,4937
2022-05-24,9.75,10.5,9.25,10.0,4577
2022-05-25,9.75,9.75,8.75,9.5,2967
2022-05-26,9.75,10.25,9.25,10.25,1249
2022-05-27,10.0,11.0,9.0,9.0,2596
2022-05-31,9.5,10.0,9.0,10.0,4767
2022-06-01,10.0,10.0,9.25,9.5,2054
2022-06-02,10.0,10.0,9.5,9.5,1762
2022-06-03,9.25,10.0,8.75,10.0,2516
2022-06-06,9.75,10.0,9.0,10.0,625
2022-06-07,9.25,9.75,9.25,9.75,1430
2022-06-08,9.75,9.75,9.25,9.5,1255
2022-06-09,11.0,11.25,9.5,9.5,3656
2022-06-10,11.0,11.5,10.5,10.5,1629
2022-06-13,9.75,10.75,9.0,10.0,2770
2022-06-14,9.75,10.0,9.0,9.0,1574
2022-06-15,9.5,10.0,9.0,9.5,2794
2022-06-16,9.0,9.5,8.75,9.5,4448
2022-06-17,9.25,9.5,8.75,9.25,972
2022-06-21,8.75,9.75,7.75,9.75,5113
2022-06-22,9.5,9.5,8.25,8.75,2989
2022-06-23,9.5,9.5,8.5,9.5,1816
2022-06-24,9.5,9.75,8.75,8.75,1890
2022-06-27,9.5,9.5,9.0,9.5,1094
2022-06-28,9.25,9.25,8.75,9.25,627
2022-06-29,8.75,9.5,8.25,9.25,1785
2022-06-30,8.75,11.25,8.5,8.75,12978
2022-07-01,8.75,9.5,7.75,8.75,4328
2022-07-05,9.25,9.5,8.5,8.75,1764
2022-07-06,10.0,10.0,9.25,9.25,5901
2022-07-07,10.0,10.75,9.5,10.0,2314
2022-07-08,9.75,10.25,9.75,10.0,1729
2022-07-11,9.5,10.0,9.25,9.5,1340
2022-07-12,9.5,10.0,9.25,9.75,2020
2022-07-13,9.75,10.0,9.5,9.5,182
2022-07-14,9.5,10.0,8.75,9.5,2281
2022-07-15,9.5,9.5,9.25,9.5,358
2022-07-18,9.75,10.0,8.25,9.5,1621
2022-07-19,9.5,10.0,9.25,9.25,1618
2022-07-20,9.5,9.75,9.0,9.25,3947
2022-07-21,9.75,10.0,9.25,9.5,1050
2022-07-22,9.75,9.75,9.5,9.75,1490
2022-07-25,9.75,9.75,9.25,9.5,1617
2022-07-26,9.5,9.75,9.25,9.25,831
2022-07-27,9.25,9.75,8.25,9.25,7058
2022-07-28,9.25,9.25,9.25,9.25,1384
2022-07-29,9.25,9.25,8.75,9.25,759
2022-08-01,8.5,9.25,8.25,9.25,2562
2022-08-02,8.75,8.75,8.5,8.75,667
2022-08-03,8.5,8.75,8.5,8.75,2832
2022-08-04,8.75,8.75,8.25,8.75,4655
2022-08-05,8.75,9.5,8.0,8.0,3814
2022-08-08,8.5,9.5,8.25,8.75,1190
2022-08-09,8.25,8.5,8.0,8.5,2789
2022-08-10,7.75,8.0,6.25,8.0,11340
2022-08-11,8.0,8.0,7.0,7.75,2973
2022-08-12,8.0,8.0,7.5,8.0,1064
2022-08-15,7.5,8.0,7.25,8.0,6412
2022-08-16,6.75,7.5,6.5,7.5,8533
2022-08-17,6.75,7.25,6.0,6.25,10595
2022-08-18,6.25,7.25,6.25,6.5,1647
2022-08-19,7.75,8.25,6.25,6.25,7057
2022-08-22,7.25,8.25,7.25,7.75,3493
2022-08-23,7.25,7.5,6.75,7.25,1128
2022-08-24,6.75,7.75,6.5,7.5,3147
2022-08-25,7.25,7.5,6.75,7.5,752
2022-08-26,7.5,7.5,7.0,7.5,670
2022-08-29,7.5,7.5,6.75,6.75,747
2022-08-30,6.75,7.5,6.75,7.5,1635
2022-08-31,7.0,7.5,7.0,7.25,1010
2022-09-01,6.75,7.5,6.75,7.0,1402
2022-09-02,6.5,7.5,6.5,6.75,2760
2022-09-06,6.25,7.5,6.25,7.5,1943
2022-09-07,6.5,6.5,6.25,6.25,2522
2022-09-08,6.5,6.5,6.25,6.5,751
2022-09-09,6.25,7.5,5.5,6.5,8884
2022-09-12,7.25,7.25,5.75,6.0,1400
2022-09-13,6.75,7.25,6.0,6.0,697
2022-09-14,6.25,6.75,6.0,6.25,1596
2022-09-15,6.5,6.5,5.75,6.0,1069
2022-09-16,6.25,6.25,5.0,5.0,766
2022-09-19,6.0,6.25,5.75,5.75,558
2022-09-20,6.0,7.0,5.75,6.0,1672
2022-09-21,6.75,7.25,6.0,6.0,5023
2022-09-22,6.75,7.0,6.25,6.75,2286
2022-09-23,6.25,6.75,6.0,6.25,1873
2022-09-26,6.5,6.75,6.25,6.25,944
2022-09-27,6.5,6.75,6.0,6.5,259
2022-09-28,6.0,6.25,6.0,6.25,1068
2022-09-29,6.75,6.75,6.0,6.75,981
2022-09-30,6.5,6.75,6.25,6.75,1032
2022-10-03,6.25,7.5,5.75,6.25,4017
2022-10-04,6.5,6.75,6.0,6.25,1331
2022-10-05,6.5,6.75,5.75,6.75,461
2022-10-06,6.5,6.5,6.5,6.5,125
2022-10-07,6.5,6.75,6.25,6.5,796
2022-10-10,6.25,6.75,5.75,6.75,1294
2022-10-11,6.75,6.75,5.5,6.0,534
2022-10-12,6.5,6.75,5.75,5.75,378
2022-10-13,6.0,6.5,6.0,6.5,1343
2022-10-14,6.0,6.0,5.5,6.0,647
2022-10-17,5.5,6.75,5.5,5.5,1480
2022-10-18,5.75,6.25,5.75,6.0,74
2022-10-19,6.5,6.75,5.75,6.0,499
2022-10-20,5.75,6.75,5.75,6.5,1523
2022-10-21,6.5,6.75,6.25,6.25,337
2022-10-24,6.25,6.5,6.25,6.25,185
2022-10-25,6.0,6.25,5.75,6.25,439
2022-10-26,6.0,6.0,5.75,5.75,659
2022-10-27,6.0,6.0,5.75,6.0,578
2022-10-28,6.0,6.0,5.25,5.75,1184
2022-10-31,6.0,6.0,5.25,5.25,666
2022-11-01,5.5,6.0,5.0,5.0,1927
2022-11-02,5.5,5.75,5.0,5.5,921
2022-11-03,5.75,6.0,5.5,5.5,323
2022-11-04,5.75,6.25,5.5,5.75,802
2022-11-07,5.75,6.5,5.5,5.75,1396
2022-11-08,6.25,6.25,5.75,6.0,341
2022-11-09,5.75,6.0,5.25,5.75,1061
2022-11-10,5.75,6.5,5.0,5.5,8202
2022-11-11,5.25,6.25,5.0,6.25,6000
2022-11-14,4.5,5.5,2.75,5.25,13942
2022-11-15,4.5,5.0,4.5,5.0,1613
2022-11-16,5.5,5.75,4.5,4.5,11681
2022-11-17,4.25,6.5,3.5,6.25,30224
2022-11-18,5.0,5.0,4.25,4.25,5245
2022-11-21,4.5,5.25,4.5,5.0,2806
2022-11-22,5.0,5.0,4.25,4.5,3898
2022-11-23,4.75,5.0,4.25,4.5,5112
2022-11-25,4.75,5.0,4.25,4.5,3271
2022-11-28,4.5,4.75,3.0,4.5,3191
2022-11-29,4.5,5.0,4.5,4.5,2004
2022-11-30,4.5,4.75,4.5,4.5,3387
2022-12-01,4.5,4.75,4.25,4.5,2722
2022-12-02,4.75,4.75,4.25,4.75,3641
2022-12-05,4.5,4.75,4.5,4.75,4350
2022-12-06,4.25,4.75,3.5,4.75,17737
2022-12-07,4.0,4.5,3.75,4.25,5657
2022-12-08,3.75,4.0,3.25,3.25,6146
2022-12-09,4.0,4.0,3.5,3.75,1867
2022-12-12,3.75,4.25,3.25,3.75,5419
2022-12-13,3.75,4.0,3.0,3.75,5149
2022-12-14,3.75,3.75,3.5,3.75,1992
2022-12-15,3.5,4.0,3.25,3.75,2554
2022-12-16,3.5,4.0,3.25,3.25,4966
2022-12-19,3.25,3.25,2.75,2.75,5789
2022-12-20,3.0,3.75,2.75,3.25,12067
2022-12-21,3.0,3.5,2.75,2.75,7561
2022-12-22,3.25,3.5,2.75,3.0,3486
2022-12-23,3.25,3.5,3.0,3.25,4236
2022-12-27,3.5,4.25,3.0,3.25,11506
2022-12-28,3.5,3.75,3.25,3.5,9349
2022-12-29,4.0,4.25,3.5,3.5,7418
2022-12-30,4.0,4.25,3.75,4.0,13736
2023-01-03,4.25,4.5,3.25,4.0,8742
2023-01-04,4.0,4.25,3.75,4.0,1968
2023-01-05,4.25,4.25,3.75,4.0,6563
2023-01-06,4.0,4.25,4.0,4.25,2561
2023-01-09,3.75,4.25,3.75,4.0,2164
2023-01-10,4.0,4.25,3.75,3.75,892
2023-01-11,4.0,4.25,3.75,3.75,5740
2023-01-12,4.25,4.25,3.5,3.75,8916
2023-01-13,4.25,4.25,3.75,3.75,2322
2023-01-17,4.5,4.5,3.25,4.0,4218
2023-01-18,4.75,4.75,4.25,4.5,6832
2023-01-19,4.5,4.75,4.5,4.75,1968
2023-01-20,4.75,5.0,4.25,4.75,9280
2023-01-23,4.75,5.0,4.5,4.75,6306
2023-01-24,4.75,5.0,4.75,5.0,9252
2023-01-25,5.75,6.25,4.75,4.75,14962
2023-01-26,7.0,7.25,5.5,5.75,13165
2023-01-27,7.25,8.0,6.5,7.25,15988
2023-01-30,7.25,7.5,6.5,7.25,7126
2023-01-31,8.5,9.5,6.75,7.0,18697
2023-02-01,9.5,9.5,8.5,8.75,17152
2023-02-02,12.5,13.25,9.0,9.75,44186
2023-02-03,11.5,14.0,10.5,12.75,23730
2023-02-06,11.25,11.75,9.0,11.75,22116
2023-02-07,11.0,12.5,10.0,11.5,15384
2023-02-08,10.75,11.75,10.0,11.0,7136
2023-02-09,9.5,11.0,9.0,11.0,4894
2023-02-10,9.75,10.0,9.25,10.0,4746
2023-02-13,9.25,10.5,9.25,9.25,5110
2023-02-14,9.75,10.5,9.25,9.25,2956
2023-02-15,9.75,10.0,9.5,10.0,1754
2023-02-16,9.25,10.0,9.0,9.5,5338
2023-02-17,9.0,9.5,8.5,9.0,4133
2023-02-21,7.5,9.75,6.5,9.75,10377
2023-02-22,7.5,7.5,6.5,7.5,4216
2023-02-23,8.0,9.5,6.75,7.5,5992
2023-02-24,8.0,8.75,7.75,8.75,4763
2023-02-27,6.5,8.0,6.25,6.25,7738
2023-02-28,7.75,7.75,6.5,6.75,6807
2023-03-01,7.0,7.75,6.25,6.75,4700
2023-03-02,7.5,7.75,6.75,7.0,3555
2023-03-03,7.75,8.5,6.75,7.5,3988
2023-03-06,7.5,8.75,7.25,7.5,5780
2023-03-07,7.25,7.5,6.75,6.75,1350
2023-03-08,6.5,7.5,5.75,6.5,7048
2023-03-09,6.75,7.5,6.0,6.0,2419
2023-03-10,7.0,7.25,6.75,6.75,2009
2023-03-13,6.75,7.25,6.75,7.0,1644
2023-03-14,6.5,7.0,6.0,6.75,2901
2023-03-15,6.25,6.75,5.25,6.25,3142
2023-03-16,6.0,6.25,5.5,6.25,4035
2023-03-17,5.5,6.25,5.25,5.25,3445
2023-03-20,5.25,5.5,5.0,5.5,5989
2023-03-21,5.75,6.0,5.0,5.25,1741
2023-03-22,5.5,5.75,5.0,5.5,1384
2023-03-23,5.25,5.75,5.0,5.75,1762
2023-03-24,5.5,5.5,5.0,5.25,4410
2023-03-27,5.25,5.5,4.75,5.0,6790
2023-03-28,4.75,5.25,4.0,5.0,12249
2023-03-29,4.5,5.0,4.0,4.5,4164
2023-03-30,4.25,4.5,3.75,4.25,24185
2023-03-31,4.25,4.5,3.75,3.75,9006
2023-04-03,3.75,4.25,3.75,4.25,11818
2023-04-04,4.25,4.25,3.75,3.75,5105
2023-04-05,4.25,4.25,3.5,4.0,8334
2023-04-06,3.75,4.25,3.5,4.0,1586
2023-04-10,4.0,4.25,3.25,3.75,9939
2023-04-11,4.0,4.25,3.25,3.75,2899
2023-04-12,4.0,4.25,3.75,3.75,3341
2023-04-13,4.25,4.5,4.0,4.0,9445
2023-04-14,4.0,5.0,4.0,4.25,4582
2023-04-17,4.25,4.5,3.75,4.0,4498
2023-04-18,4.25,4.5,4.0,4.0,1393
2023-04-19,4.0,4.25,4.0,4.25,3279
2023-04-20,3.75,4.25,3.5,4.0,6335
2023-04-21,3.5,3.75,3.5,3.75,3185
2023-04-24,3.5,3.75,3.5,3.5,1639
2023-04-25,3.5,3.75,3.5,3.5,820
2023-04-26,3.5,3.75,3.5,3.5,765
2023-04-27,3.5,4.5,3.5,3.5,12358
2023-04-28,3.25,3.75,3.25,3.5,2082
2023-05-01,3.25,3.5,3.25,3.25,1957
2023-05-02,3.5,3.5,3.25,3.25,1947
2023-05-03,3.25,3.5,3.25,3.5,2473
